Date,Day,Open,High,Low,Close,Change,Range,Type
2023-12-21,Thursday,2031.78,2046.11,2031.62,2045.92,14.14,14.49,bullish
2023-12-20,Wednesday,2040.25,2043.54,2027.49,2031.78,-8.46,16.05,bearish
2023-12-19,Tuesday,2027.24,2047.03,2021.75,2040.25,13,25.28,bullish
2023-12-18,Monday,2019.54,2033.75,2016.07,2027.24,7.7,17.68,bullish
2023-12-15,Friday,2036.27,2044.95,2015.65,2019.54,-16.73,29.29,bearish
2023-12-14,Thursday,2027.58,2047.94,2024.28,2036.27,8.69,23.65,bullish
2023-12-13,Wednesday,1979.44,2027.88,1973.09,2027.58,48.14,54.79,bullish
2023-12-12,Tuesday,1981.84,1996.76,1977.28,1979.44,-2.4,19.48,bearish
2023-12-11,Monday,2004.44,2007.85,1975.9,1981.84,-22.6,31.95,bearish
2023-12-08,Friday,2028.52,2034.07,1994.74,2004.44,-24.08,39.33,bearish
2023-12-07,Thursday,2025.48,2039.98,2020.24,2028.52,3.04,19.74,bullish
2023-12-06,Wednesday,2019.35,2035.97,2017.29,2025.48,6.13,18.68,bullish
2023-12-05,Tuesday,2029,2041.3,2009.94,2019.35,-9.65,31.36,bearish
2023-12-04,Monday,2071.88,2148.99,2020.14,2029,-42.88,128.85,bearish
2023-12-01,Friday,2036.17,2075.43,2033.94,2071.88,35.72,41.49,bullish
2023-11-30,Thursday,2044.32,2047.24,2031.53,2036.17,-8.15,15.7,bearish
2023-11-29,Wednesday,2040.97,2052.06,2035.32,2044.32,3.35,16.74,bullish
2023-11-28,Tuesday,2014.18,2043.11,2011.69,2040.97,26.8,31.42,bullish
2023-11-27,Monday,2002.5,2018.33,2000.67,2014.18,11.68,17.65,bullish
2023-11-24,Friday,1992.89,2003.66,1991.49,2002.5,9.6,12.17,bullish
2023-11-23,Thursday,1989.89,1998.57,1989.83,1992.89,3.01,8.74,bullish
2023-11-22,Wednesday,1998.53,2006.46,1986.97,1989.89,-8.64,19.49,bearish
2023-11-21,Tuesday,1977.85,2007.65,1977.85,1998.53,20.68,29.81,bullish
2023-11-20,Monday,1980.73,1985.25,1965.5,1977.85,-2.88,19.76,bearish
2023-11-17,Friday,1981.39,1993.49,1978.64,1980.73,-0.66,14.86,bearish
2023-11-16,Thursday,1959.55,1988,1956.55,1981.39,21.85,31.45,bullish
2023-11-15,Wednesday,1963.18,1975.43,1955.49,1959.55,-3.63,19.93,bearish
2023-11-14,Tuesday,1946.16,1971.05,1941.54,1963.18,17.02,29.51,bullish
2023-11-13,Monday,1938.39,1949.21,1931.69,1946.16,7.77,17.53,bullish
2023-11-10,Friday,1958.26,1960.84,1933.03,1938.39,-19.87,27.81,bearish
2023-11-09,Thursday,1950.28,1965.7,1944.73,1958.26,7.98,20.98,bullish
2023-11-08,Wednesday,1969.3,1971.1,1947.48,1950.28,-19.02,23.62,bearish
2023-11-07,Tuesday,1977.98,1978.36,1956.76,1969.3,-8.67,21.6,bearish
2023-11-06,Monday,1992.59,1993.15,1977.47,1977.98,-14.62,15.67,bearish
2023-11-03,Friday,1985.91,2004.1,1983.34,1992.59,6.68,20.76,bullish
2023-11-02,Thursday,1982.36,1991.06,1978.92,1985.91,3.56,12.14,bullish
2023-11-01,Wednesday,1983.9,1992.09,1969.91,1982.36,-1.55,22.17,bearish
2023-10-31,Tuesday,1996.26,2007.99,1978.9,1983.9,-12.36,29.09,bearish
2023-10-30,Monday,2006.02,2006.85,1990.97,1996.26,-9.76,15.88,bearish
2023-10-27,Friday,1984.95,2009.57,1976.92,2006.02,21.07,32.64,bullish
2023-10-26,Thursday,1979.96,1993.55,1971.89,1984.95,4.99,21.65,bullish
2023-10-25,Wednesday,1971.03,1987.31,1963.04,1979.96,8.93,24.27,bullish
2023-10-24,Tuesday,1972.84,1980.9,1953.64,1971.03,-1.81,27.27,bearish
2023-10-23,Monday,1980.9,1982.88,1964.43,1972.84,-8.06,18.45,bearish
2023-10-20,Friday,1974.08,1997.26,1972.06,1980.9,6.83,25.2,bullish
2023-10-19,Thursday,1947.82,1977.74,1945.28,1974.08,26.26,32.46,bullish
2023-10-18,Wednesday,1923.23,1962.68,1923.23,1947.82,24.59,39.44,bullish
2023-10-17,Tuesday,1920.17,1931.64,1912.46,1923.23,3.07,19.17,bullish
2023-10-16,Monday,1932.37,1932.37,1908.24,1920.17,-12.2,24.13,bearish
2023-10-13,Friday,1868.84,1932.93,1868.84,1932.37,63.53,64.1,bullish
2023-10-12,Thursday,1874.06,1885.16,1867.97,1868.84,-5.22,17.2,bearish
2023-10-11,Wednesday,1860.46,1877.27,1858.68,1874.06,13.6,18.59,bullish
2023-10-10,Tuesday,1861.41,1865.46,1853.05,1860.46,-0.94,12.41,bearish
2023-10-09,Monday,1832.04,1863.55,1832.04,1861.41,29.37,31.51,bullish
2023-10-06,Friday,1820.3,1834.92,1810.47,1832.04,11.74,24.46,bullish
2023-10-05,Thursday,1821.32,1829.23,1813.03,1820.3,-1.02,16.19,bearish
2023-10-04,Wednesday,1822.91,1830.68,1816.64,1821.32,-1.59,14.03,bearish
2023-10-03,Tuesday,1827.89,1833.43,1815.32,1822.91,-4.99,18.11,bearish
2023-10-02,Monday,1848.82,1849,1827.23,1827.89,-20.93,21.77,bearish
2023-09-29,Friday,1864.8,1879.89,1846.34,1848.82,-15.98,33.56,bearish
2023-09-28,Thursday,1874.84,1879.69,1857.71,1864.8,-10.04,21.97,bearish
2023-09-27,Wednesday,1900.67,1903.97,1872.58,1874.84,-25.84,31.39,bearish
2023-09-26,Tuesday,1916.02,1916.84,1899.16,1900.67,-15.35,17.68,bearish
2023-09-25,Monday,1925.43,1927.25,1915.23,1916.02,-9.41,12.01,bearish
2023-09-22,Friday,1920.09,1929.15,1919.86,1925.43,5.35,9.3,bullish
2023-09-21,Thursday,1930.62,1931.69,1913.94,1920.09,-10.53,17.74,bearish
2023-09-20,Wednesday,1931.36,1947.47,1928,1930.62,-0.74,19.47,bearish
2023-09-19,Tuesday,1933.7,1937.43,1929.8,1931.36,-2.34,7.63,bearish
2023-09-18,Monday,1923.92,1934.29,1922.65,1933.7,9.77,11.64,bullish
2023-09-15,Friday,1910.72,1930.48,1909.87,1923.92,13.2,20.61,bullish
2023-09-14,Thursday,1908.32,1912.97,1901.05,1910.72,2.4,11.92,bullish
2023-09-13,Wednesday,1913.43,1915.82,1905.7,1908.32,-5.11,10.12,bearish
2023-09-12,Tuesday,1922.38,1924.56,1907.62,1913.43,-8.95,16.94,bearish
2023-09-11,Monday,1919.09,1930.78,1916.63,1922.38,3.3,14.15,bullish
2023-09-08,Friday,1919.66,1929.75,1917.39,1919.09,-0.58,12.37,bearish
2023-09-07,Thursday,1916.49,1923.67,1916.27,1919.66,3.17,7.4,bullish
2023-09-06,Wednesday,1926.01,1929.25,1915.35,1916.49,-9.52,13.9,bearish
2023-09-05,Tuesday,1938.46,1939.04,1925.37,1926.01,-12.44,13.67,bearish
2023-09-04,Monday,1939.9,1946.34,1936.81,1938.46,-1.45,9.53,bearish
2023-09-01,Friday,1939.86,1953.06,1934.47,1939.9,0.05,18.59,bullish
2023-08-31,Thursday,1942.43,1947.96,1939.09,1939.86,-2.57,8.87,bearish
2023-08-30,Wednesday,1937.44,1949.12,1935,1942.43,4.99,14.12,bullish
2023-08-29,Tuesday,1920.19,1938.24,1914.49,1937.44,17.24,23.75,bullish
2023-08-28,Monday,1914.43,1926.1,1912.84,1920.19,5.77,13.26,bullish
2023-08-25,Friday,1916.79,1922.44,1903.81,1914.43,-2.37,18.63,bearish
2023-08-24,Thursday,1915.41,1923.4,1911.85,1916.79,1.38,11.56,bullish
2023-08-23,Wednesday,1897.68,1920.43,1897.67,1915.41,17.74,22.75,bullish
2023-08-22,Tuesday,1894.9,1904.55,1889.2,1897.68,2.78,15.36,bullish
2023-08-21,Monday,1889.55,1898.83,1884.89,1894.9,5.35,13.94,bullish
2023-08-18,Friday,1889.25,1896.91,1886.81,1889.55,0.3,10.1,bullish
2023-08-17,Thursday,1892.09,1903.52,1885.09,1889.25,-2.84,18.43,bearish
2023-08-16,Wednesday,1901.82,1907.28,1891.88,1892.09,-9.73,15.4,bearish
2023-08-15,Tuesday,1907.51,1911.71,1896.46,1901.82,-5.69,15.26,bearish
2023-08-14,Monday,1913.82,1916.26,1902.73,1907.51,-6.31,13.53,bearish
2023-08-11,Friday,1912.42,1920.97,1910.9,1913.82,1.39,10.07,bullish
2023-08-10,Thursday,1914.95,1930.18,1912.25,1912.42,-2.53,17.94,bearish
2023-08-09,Wednesday,1925.16,1932.4,1914.13,1914.95,-10.21,18.27,bearish
2023-08-08,Tuesday,1936.59,1938.16,1922.8,1925.16,-11.42,15.36,bearish
2023-08-07,Monday,1942.66,1946.82,1931.53,1936.59,-6.07,15.29,bearish
2023-08-04,Friday,1934.23,1946.99,1924.78,1942.66,8.43,22.21,bullish
2023-08-03,Thursday,1934.71,1938.94,1929.61,1934.23,-0.49,9.33,bearish
2023-08-02,Wednesday,1944.2,1954.88,1933.04,1934.71,-9.49,21.84,bearish
2023-08-01,Tuesday,1965.62,1966.02,1941.29,1944.2,-21.41,24.73,bearish
2023-07-31,Monday,1959.34,1972.46,1950.21,1965.62,6.28,22.25,bullish
2023-07-28,Friday,1945.15,1963.58,1945.15,1959.34,14.19,18.42,bullish
2023-07-27,Thursday,1972.24,1982.27,1942.65,1945.15,-27.09,39.62,bearish
2023-07-26,Wednesday,1964.75,1978.41,1962.07,1972.24,7.5,16.34,bullish
2023-07-25,Tuesday,1954.72,1965.72,1952.01,1964.75,10.03,13.71,bullish
2023-07-24,Monday,1961.95,1967.91,1953.48,1954.72,-7.24,14.43,bearish
2023-07-21,Friday,1969.55,1973.85,1956.91,1961.95,-7.6,16.94,bearish
2023-07-20,Thursday,1977.15,1987.53,1965.39,1969.55,-7.6,22.14,bearish
2023-07-19,Wednesday,1978.92,1981,1969.81,1977.15,-1.77,11.18,bearish
2023-07-18,Tuesday,1954.98,1984.43,1954.65,1978.92,23.94,29.77,bullish
2023-07-17,Monday,1955.44,1959.91,1945.84,1954.98,-0.45,14.07,bearish
2023-07-14,Friday,1960.64,1963.8,1950.99,1955.44,-5.21,12.81,bearish
2023-07-13,Thursday,1957.54,1963.74,1952.47,1960.64,3.1,11.26,bullish
2023-07-12,Wednesday,1932.51,1959.75,1932.32,1957.54,25.03,27.43,bullish
2023-07-11,Tuesday,1925.44,1938.5,1924.42,1932.51,7.07,14.07,bullish
2023-07-10,Monday,1925.57,1928.28,1912.75,1925.44,-0.12,15.53,bearish
2023-07-07,Friday,1910.98,1934.94,1909.62,1925.57,14.59,25.32,bullish
2023-07-06,Thursday,1915.12,1927.67,1902.75,1910.98,-4.14,24.92,bearish
2023-07-05,Wednesday,1925.88,1935.05,1914.86,1915.12,-10.76,20.19,bearish
2023-07-04,Tuesday,1921.53,1930.77,1920.01,1925.88,4.35,10.76,bullish
2023-07-03,Monday,1919.53,1931.09,1910.08,1921.53,2,21.01,bullish
2023-06-30,Friday,1908.07,1922.78,1900.61,1919.53,11.46,22.17,bullish
2023-06-29,Thursday,1907.54,1913.18,1893.07,1908.07,0.53,20.11,bullish
2023-06-28,Wednesday,1913.68,1917.29,1902.87,1907.54,-6.14,14.42,bearish
2023-06-27,Tuesday,1923.15,1930.73,1910.89,1913.68,-9.47,19.84,bearish
2023-06-26,Monday,1921.27,1933.4,1921.27,1923.15,1.88,12.13,bullish
2023-06-23,Friday,1913.84,1937.31,1910.21,1921.27,7.43,27.1,bullish
2023-06-22,Thursday,1932.51,1935.01,1912.47,1913.84,-18.67,22.54,bearish
2023-06-21,Wednesday,1936.26,1939.58,1919.25,1932.51,-3.75,20.33,bearish
2023-06-20,Tuesday,1950.42,1956.84,1929.82,1936.26,-14.16,27.02,bearish
2023-06-19,Monday,1957.56,1958.81,1947.84,1950.42,-7.13,10.97,bearish
2023-06-16,Friday,1958.01,1967.92,1953.32,1957.56,-0.45,14.6,bearish
2023-06-15,Thursday,1941.26,1960.31,1925.04,1958.01,16.75,35.27,bullish
2023-06-14,Wednesday,1943.6,1960.31,1939.76,1941.26,-2.34,20.55,bearish
2023-06-13,Tuesday,1957.61,1971.21,1940.1,1943.6,-14.01,31.12,bearish
2023-06-12,Monday,1960.75,1967.02,1949.28,1957.61,-3.14,17.74,bearish
2023-06-09,Friday,1965.47,1973.16,1956.67,1960.75,-4.73,16.5,bearish
2023-06-08,Thursday,1940.01,1970.54,1940.01,1965.47,25.46,30.53,bullish
2023-06-07,Wednesday,1963.29,1970.22,1939.96,1940.01,-23.28,30.27,bearish
2023-06-06,Tuesday,1961.7,1966.39,1954.4,1963.29,1.59,11.99,bullish
2023-06-05,Monday,1948.1,1964.06,1938.15,1961.7,13.6,25.9,bullish
2023-06-02,Friday,1977.54,1983.51,1947.68,1948.1,-29.44,35.83,bearish
2023-06-01,Thursday,1962.62,1983.18,1953.45,1977.54,14.92,29.74,bullish
2023-05-31,Wednesday,1959.48,1974.84,1953.7,1962.62,3.13,21.13,bullish
2023-05-30,Tuesday,1943.12,1963.55,1932.11,1959.48,16.36,31.44,bullish
2023-05-29,Monday,1946.93,1949.77,1940.39,1943.12,-3.81,9.38,bearish
2023-05-26,Friday,1940.6,1957.36,1936.82,1946.93,6.34,20.54,bullish
2023-05-25,Thursday,1957.23,1964.79,1938.92,1940.6,-16.63,25.87,bearish
2023-05-24,Wednesday,1975.12,1985.39,1956.77,1957.23,-17.89,28.62,bearish
2023-05-23,Tuesday,1971.72,1977.81,1954.3,1975.12,3.39,23.51,bullish
2023-05-22,Monday,1977.9,1982.67,1968.91,1971.72,-6.17,13.77,bearish
2023-05-19,Friday,1957.69,1984.33,1954.13,1977.9,20.21,30.19,bullish
2023-05-18,Thursday,1982.01,1986.07,1952.01,1957.69,-24.33,34.06,bearish
2023-05-17,Wednesday,1988.89,1993.12,1975.1,1982.01,-6.87,18.02,bearish
2023-05-16,Tuesday,2016.37,2018.39,1985.53,1988.89,-27.48,32.86,bearish
2023-05-15,Monday,2011.03,2022.12,2007.85,2016.37,5.34,14.27,bullish
2023-05-12,Friday,2015.03,2022.58,2000.96,2011.03,-4,21.62,bearish
2023-05-11,Thursday,2029.74,2041.39,2011.19,2015.03,-14.71,30.21,bearish
2023-05-10,Wednesday,2034.54,2048.25,2021.57,2029.74,-4.8,26.68,bearish
2023-05-09,Tuesday,2021.36,2037.66,2019.55,2034.54,13.18,18.11,bullish
2023-05-08,Monday,2016.79,2029.4,2014.31,2021.36,4.57,15.1,bullish
2023-05-05,Friday,2050.31,2053.05,1999.59,2016.79,-33.52,53.46,bearish
2023-05-04,Thursday,2039.57,2067,2030.39,2050.31,10.74,36.61,bullish
2023-05-03,Wednesday,2016.6,2040.5,2008.03,2039.57,22.97,32.47,bullish
2023-05-02,Tuesday,1982.55,2019.46,1978.52,2016.6,34.05,40.93,bullish
2023-05-01,Monday,1989.54,2006.07,1977.12,1982.55,-6.99,28.95,bearish
2023-04-28,Friday,1987.8,1995.14,1976.27,1989.54,1.74,18.88,bullish
2023-04-27,Thursday,1989.24,2003.42,1974.12,1987.8,-1.43,29.3,bearish
2023-04-26,Wednesday,1997.04,2009.45,1983.38,1989.24,-7.81,26.08,bearish
2023-04-25,Tuesday,1989.05,2003.89,1976.19,1997.04,7.99,27.71,bullish
2023-04-24,Monday,1982.92,1990.85,1974.16,1989.05,6.13,16.69,bullish
2023-04-21,Friday,2004.61,2005.62,1971.7,1982.92,-21.68,33.92,bearish
2023-04-20,Thursday,1994.75,2012.45,1990.57,2004.61,9.86,21.88,bullish
2023-04-19,Wednesday,2005.08,2008.26,1969.31,1994.75,-10.33,38.95,bearish
2023-04-18,Tuesday,1995.06,2011.89,1991.32,2005.08,10.02,20.57,bullish
2023-04-17,Monday,2004.28,2015.08,1981.19,1995.06,-9.22,33.88,bearish
2023-04-14,Friday,2040.46,2047.51,1992.5,2004.28,-36.18,55.01,bearish
2023-04-13,Thursday,2014.95,2048.77,2014.18,2040.46,25.51,34.6,bullish
2023-04-12,Wednesday,2003.64,2028.4,2001.22,2014.95,11.31,27.18,bullish
2023-04-11,Tuesday,1991.2,2007.5,1988.88,2003.64,12.45,18.62,bullish
2023-04-10,Monday,2007.86,2007.86,1981.68,1991.2,-16.66,26.18,bearish
2023-04-06,Thursday,2020.65,2021.49,2000.89,2007.86,-12.79,20.59,bearish
2023-04-05,Wednesday,2020.47,2032.11,2010.09,2020.65,0.19,22.02,bullish
2023-04-04,Tuesday,1984.39,2025.07,1977.04,2020.47,36.08,48.03,bullish
2023-04-03,Monday,1969.31,1990.55,1949.81,1984.39,15.08,40.74,bullish
2023-03-31,Friday,1980.43,1987.65,1966.94,1969.31,-11.12,20.71,bearish
2023-03-30,Thursday,1964.51,1984.37,1955.41,1980.43,15.92,28.95,bullish
2023-03-29,Wednesday,1974.04,1974.46,1958.76,1964.51,-9.53,15.7,bearish
2023-03-28,Tuesday,1956.45,1975.37,1949.25,1974.04,17.59,26.12,bullish
2023-03-27,Monday,1978.97,1978.97,1944.05,1956.45,-22.51,34.92,bearish
2023-03-24,Friday,1993.5,2003.08,1975.33,1978.97,-14.53,27.75,bearish
2023-03-23,Thursday,1970.02,2003.36,1964.62,1993.5,23.48,38.74,bullish
2023-03-22,Wednesday,1940.52,1978.92,1934.35,1970.02,29.5,44.57,bullish
2023-03-21,Tuesday,1978.98,1985.22,1935.47,1940.52,-38.45,49.76,bearish
2023-03-20,Monday,1988.31,2009.85,1965.99,1978.98,-9.33,43.86,bearish
2023-03-17,Friday,1919.34,1988.34,1918.31,1988.31,68.97,70.03,bullish
2023-03-16,Thursday,1918.73,1933.54,1907.56,1919.34,0.61,25.98,bullish
2023-03-15,Wednesday,1903.87,1937.39,1885.79,1918.73,14.87,51.6,bullish
2023-03-14,Tuesday,1913.63,1914.23,1895.44,1903.87,-9.77,18.79,bearish
2023-03-13,Monday,1867.04,1914.7,1867.04,1913.63,46.6,47.66,bullish
2023-03-10,Friday,1830.92,1870.25,1827.82,1867.04,36.12,42.43,bullish
2023-03-09,Thursday,1813.83,1835.73,1811.99,1830.92,17.09,23.74,bullish
2023-03-08,Wednesday,1813.34,1824.31,1809.43,1813.83,0.49,14.88,bullish
2023-03-07,Tuesday,1846.88,1851.71,1812.78,1813.34,-33.54,38.93,bearish
2023-03-06,Monday,1855.44,1858.31,1845.23,1846.88,-8.55,13.09,bearish
2023-03-03,Friday,1835.94,1856.39,1835.94,1855.44,19.49,20.45,bullish
2023-03-02,Thursday,1836.65,1839.03,1830.05,1835.94,-0.71,8.98,bearish
2023-03-01,Wednesday,1826.67,1844.83,1823.15,1836.65,9.98,21.68,bullish
2023-02-28,Tuesday,1817.25,1831.18,1804.69,1826.67,9.42,26.49,bullish
2023-02-27,Monday,1810.99,1820.2,1806.71,1817.25,6.27,13.5,bullish
2023-02-24,Friday,1822.3,1827.89,1809.01,1810.99,-11.32,18.88,bearish
2023-02-23,Thursday,1825.31,1833.9,1817.55,1822.3,-3.01,16.35,bearish
2023-02-22,Wednesday,1834.92,1846.07,1823.56,1825.31,-9.61,22.51,bearish
2023-02-21,Tuesday,1843.76,1843.91,1830.29,1834.92,-8.85,13.62,bearish
2023-02-20,Monday,1842.57,1847.57,1837.36,1843.76,1.19,10.21,bullish
2023-02-17,Friday,1836.52,1843.69,1818.98,1842.57,6.05,24.71,bullish
2023-02-16,Thursday,1836.01,1845.32,1827.67,1836.52,0.51,17.65,bullish
2023-02-15,Wednesday,1854.44,1860.19,1830.62,1836.01,-18.43,29.57,bearish
2023-02-14,Tuesday,1853.74,1870.8,1843.26,1854.44,0.69,27.54,bullish
2023-02-13,Monday,1865.35,1866.64,1850.53,1853.74,-11.61,16.12,bearish
2023-02-10,Friday,1861.78,1872.21,1852.84,1865.35,3.57,19.38,bullish
2023-02-09,Thursday,1875.55,1890.25,1858.98,1861.78,-13.77,31.28,bearish
2023-02-08,Wednesday,1871.89,1886.52,1869.16,1875.55,3.66,17.36,bullish
2023-02-07,Tuesday,1867.7,1884.41,1865.05,1871.89,4.19,19.36,bullish
2023-02-06,Monday,1865.7,1881.41,1862.13,1867.7,2,19.27,bullish
2023-02-03,Friday,1912.69,1918.65,1861.43,1865.7,-47,57.22,bearish
2023-02-02,Thursday,1950.15,1959.77,1911.38,1912.69,-37.45,48.39,bearish
2023-02-01,Wednesday,1928.24,1954.65,1920.58,1950.15,21.91,34.07,bullish
2023-01-31,Tuesday,1923.2,1931.19,1900.87,1928.24,5.03,30.32,bullish
2023-01-30,Monday,1927.73,1934.57,1920.75,1923.2,-4.53,13.82,bearish
2023-01-27,Friday,1929.22,1935.05,1916.75,1927.73,-1.48,18.31,bearish
2023-01-26,Thursday,1946.33,1949.26,1918.7,1929.22,-17.11,30.57,bearish
2023-01-25,Wednesday,1937.32,1948.1,1919.95,1946.33,9.01,28.15,bullish
2023-01-24,Tuesday,1931.34,1942.56,1917.22,1937.32,5.98,25.34,bullish
2023-01-23,Monday,1926.06,1935.59,1911.44,1931.34,5.28,24.15,bullish
2023-01-20,Friday,1932.26,1937.58,1920.72,1926.06,-6.2,16.86,bearish
2023-01-19,Thursday,1904.51,1935.21,1901.04,1932.26,27.75,34.17,bullish
2023-01-18,Wednesday,1908.71,1925.95,1896.68,1904.51,-4.2,29.27,bearish
2023-01-17,Tuesday,1916.01,1919.1,1903.81,1908.71,-7.3,15.29,bearish
2023-01-16,Monday,1920.32,1929.06,1910.92,1916.01,-4.31,18.14,bearish
2023-01-13,Friday,1896.79,1921.91,1892.4,1920.32,23.53,29.52,bullish
2023-01-12,Thursday,1875.97,1901.71,1870.3,1896.79,20.82,31.4,bullish
2023-01-11,Wednesday,1876.99,1886.7,1867.22,1875.97,-1.03,19.47,bearish
2023-01-10,Tuesday,1871.71,1880.8,1867.93,1876.99,5.29,12.87,bullish
2023-01-09,Monday,1866.11,1881.55,1866.11,1871.71,5.6,15.44,bullish
2023-01-06,Friday,1832.7,1869.92,1831.42,1866.11,33.41,38.5,bullish
2023-01-05,Thursday,1854.65,1859,1825.13,1832.7,-21.95,33.86,bearish
2023-01-04,Wednesday,1839.7,1865.22,1836.24,1854.65,14.95,28.97,bullish
2023-01-03,Tuesday,1823.79,1849.99,1823.79,1839.7,15.91,26.2,bullish
2022-12-30,Friday,1814.99,1826.14,1813.4,1823.79,8.81,12.74,bullish
2022-12-29,Thursday,1804.3,1820.21,1804.18,1814.99,10.68,16.02,bullish
2022-12-28,Wednesday,1813.91,1814.65,1797.1,1804.3,-9.61,17.55,bearish
2022-12-27,Tuesday,1798.43,1833.45,1798.43,1813.91,15.49,35.02,bullish
2022-12-23,Friday,1792.63,1803.24,1791.25,1798.43,5.79,11.99,bullish
2022-12-22,Thursday,1814.64,1820.46,1784.85,1792.63,-22.01,35.61,bearish
2022-12-21,Wednesday,1817.89,1823.87,1811.93,1814.64,-3.25,11.94,bearish
2022-12-20,Tuesday,1787.72,1821.14,1784.7,1817.89,30.18,36.45,bullish
2022-12-19,Monday,1793.16,1798.78,1783.91,1787.72,-5.44,14.87,bearish
2022-12-16,Friday,1776.88,1794.3,1774.37,1793.16,16.28,19.93,bullish
2022-12-15,Thursday,1807.44,1808.7,1773.85,1776.88,-30.57,34.86,bearish
2022-12-14,Wednesday,1810.77,1814.27,1795.5,1807.44,-3.33,18.77,bearish
2022-12-13,Tuesday,1781.41,1824.52,1781.03,1810.77,29.36,43.49,bullish
2022-12-12,Monday,1797.46,1797.46,1777.69,1781.41,-16.05,19.78,bearish
2022-12-09,Friday,1789.1,1806.16,1788.54,1797.46,8.37,17.62,bullish
2022-12-08,Thursday,1786.15,1794.89,1781.49,1789.1,2.95,13.39,bullish
2022-12-07,Wednesday,1771.01,1790.59,1768.83,1786.15,15.14,21.76,bullish
2022-12-06,Tuesday,1768.83,1780.92,1767.37,1771.01,2.18,13.56,bullish
2022-12-05,Monday,1797.75,1810.01,1765.91,1768.83,-28.92,44.1,bearish
2022-12-02,Friday,1803.04,1804.63,1778.55,1797.75,-5.29,26.09,bearish
2022-12-01,Thursday,1768.24,1804.12,1768.24,1803.04,34.81,35.88,bullish
2022-11-30,Wednesday,1749.58,1770.01,1744.95,1768.24,18.66,25.06,bullish
2022-11-29,Tuesday,1741.79,1759.04,1740.24,1749.58,7.79,18.8,bullish
2022-11-28,Monday,1753.56,1763.78,1739.68,1741.79,-11.77,24.1,bearish
2022-11-25,Friday,1755.79,1761.16,1746.02,1753.56,-2.23,15.13,bearish
2022-11-24,Thursday,1749.6,1758.71,1749.34,1755.79,6.19,9.37,bullish
2022-11-23,Wednesday,1740,1753.47,1727.5,1749.6,9.6,25.97,bullish
2022-11-22,Tuesday,1738.19,1749.8,1737.1,1740,1.82,12.7,bullish
2022-11-21,Monday,1750.87,1753.07,1732.6,1738.19,-12.68,20.47,bearish
2022-11-18,Friday,1760.57,1767.74,1747.56,1750.87,-9.7,20.18,bearish
2022-11-17,Thursday,1773.71,1774.89,1754.51,1760.57,-13.14,20.38,bearish
2022-11-16,Wednesday,1778.28,1785.1,1770.39,1773.71,-4.57,14.71,bearish
2022-11-15,Tuesday,1771.5,1786.55,1767.13,1778.28,6.79,19.41,bullish
2022-11-14,Monday,1771.3,1775.09,1753.32,1771.5,0.2,21.77,bullish
2022-11-11,Friday,1755.66,1772.94,1747.31,1771.3,15.64,25.63,bullish
2022-11-10,Thursday,1706.63,1757.32,1703.96,1755.66,49.03,53.36,bullish
2022-11-09,Wednesday,1712.59,1722.35,1702.26,1706.63,-5.96,20.09,bearish
2022-11-08,Tuesday,1675.44,1716.97,1664.76,1712.59,37.15,52.21,bullish
2022-11-07,Monday,1680.92,1681.95,1666.94,1675.44,-5.48,15,bearish
2022-11-04,Friday,1629.56,1681.76,1628.74,1680.92,51.36,53.02,bullish
2022-11-03,Thursday,1635.31,1641.03,1616.68,1629.56,-5.75,24.36,bearish
2022-11-02,Wednesday,1647.95,1669.54,1634.79,1635.31,-12.64,34.75,bearish
2022-11-01,Tuesday,1633.69,1657.06,1630.8,1647.95,14.25,26.26,bullish
2022-10-31,Monday,1644.39,1645.74,1631.81,1633.69,-10.69,13.93,bearish
2022-10-28,Friday,1663.4,1667.11,1638.12,1644.39,-19.01,28.99,bearish
2022-10-27,Thursday,1665.22,1670.85,1654.89,1663.4,-1.82,15.95,bearish
2022-10-26,Wednesday,1653,1675.01,1649.82,1665.22,12.21,25.19,bullish
2022-10-25,Tuesday,1649.59,1662.45,1638.36,1653,3.41,24.09,bullish
2022-10-24,Monday,1657.62,1670.79,1644.01,1649.59,-8.03,26.78,bearish
2022-10-21,Friday,1628.22,1657.96,1617.28,1657.62,29.4,40.67,bullish
2022-10-20,Thursday,1628.98,1645.68,1622.55,1628.22,-0.77,23.13,bearish
2022-10-19,Wednesday,1652.08,1654.48,1627.73,1628.98,-23.1,26.75,bearish
2022-10-18,Tuesday,1650.76,1660.94,1645.92,1652.08,1.32,15.02,bullish
2022-10-17,Monday,1644.45,1668.53,1644.17,1650.76,6.31,24.36,bullish
2022-10-14,Friday,1666.14,1671.83,1640.27,1644.45,-21.68,31.56,bearish
2022-10-13,Thursday,1673.21,1682.5,1642.47,1666.14,-7.07,40.03,bearish
2022-10-12,Wednesday,1666.22,1678.37,1661.47,1673.21,6.99,16.9,bullish
2022-10-11,Tuesday,1668.25,1684.04,1661.03,1666.22,-2.04,23.01,bearish
2022-10-10,Monday,1695,1699.92,1665.77,1668.25,-26.75,34.14,bearish
2022-10-07,Friday,1712.74,1714.85,1690.7,1695,-17.74,24.15,bearish
2022-10-06,Thursday,1716.45,1725.6,1706.96,1712.74,-3.7,18.64,bearish
2022-10-05,Wednesday,1726.47,1727.84,1700.59,1716.45,-10.02,27.25,bearish
