Date,Day,Open,High,Low,Close,Change,Range,Type
2021-06-21,Monday,1764.24,1786.63,1764.24,1783,18.76,22.39,bullish
2021-06-18,Friday,1773.37,1797.32,1761.04,1764.24,-9.13,36.28,bearish
2021-06-17,Thursday,1812.06,1825.33,1767.3,1773.37,-38.69,58.03,bearish
2021-06-16,Wednesday,1858.82,1863.32,1803.64,1812.06,-46.76,59.68,bearish
2021-06-15,Tuesday,1866.14,1869.21,1851.67,1858.82,-7.32,17.54,bearish
2021-06-14,Monday,1877.82,1878.08,1844.63,1866.14,-11.68,33.45,bearish
2021-06-11,Friday,1898.45,1903.12,1874.54,1877.82,-20.62,28.58,bearish
2021-06-10,Thursday,1888.69,1899.99,1869.95,1898.45,9.76,30.05,bullish
2021-06-09,Wednesday,1892.94,1899.08,1887.44,1888.69,-4.26,11.64,bearish
2021-06-08,Tuesday,1899.14,1903.93,1883.79,1892.94,-6.2,20.14,bearish
2021-06-07,Monday,1891.4,1900.2,1881.61,1899.14,7.75,18.59,bullish
2021-06-04,Friday,1870.55,1896.24,1856.04,1891.4,20.85,40.2,bullish
2021-06-03,Thursday,1908.35,1909.69,1865.36,1870.55,-37.8,44.33,bearish
2021-06-02,Wednesday,1900.24,1909.14,1894.46,1908.35,8.11,14.69,bullish
2021-06-01,Tuesday,1906.68,1916.62,1892.45,1900.24,-6.44,24.17,bearish
2021-05-31,Monday,1903.46,1910.66,1902.19,1906.68,3.22,8.46,bullish
2021-05-28,Friday,1896.67,1906.12,1882.25,1903.46,6.78,23.87,bullish
2021-05-27,Thursday,1896.68,1903.71,1888.32,1896.67,-0.01,15.39,bearish
2021-05-26,Wednesday,1899.17,1912.79,1890.74,1896.68,-2.49,22.05,bearish
2021-05-25,Tuesday,1880.68,1900.3,1872.76,1899.17,18.49,27.54,bullish
2021-05-24,Monday,1881.25,1887.07,1875.2,1880.68,-0.56,11.87,bearish
2021-05-21,Friday,1877.04,1889.42,1870.19,1881.25,4.2,19.23,bullish
2021-05-20,Thursday,1869.52,1883.99,1863.96,1877.04,7.52,20.03,bullish
2021-05-19,Wednesday,1869.5,1890.15,1852.23,1869.52,0.02,37.91,bullish
2021-05-18,Tuesday,1866.96,1875.04,1863.29,1869.5,2.55,11.75,bullish
2021-05-17,Monday,1843.17,1868.53,1842.02,1866.96,23.79,26.51,bullish
2021-05-14,Friday,1826.53,1846.3,1819.85,1843.17,16.64,26.45,bullish
2021-05-13,Thursday,1815.55,1828.84,1808.87,1826.53,10.98,19.97,bullish
2021-05-12,Wednesday,1837.49,1843.72,1813.41,1815.55,-21.93,30.31,bearish
2021-05-11,Tuesday,1835.69,1841.85,1818.02,1837.49,1.79,23.82,bullish
2021-05-10,Monday,1831.36,1845.54,1830.07,1835.69,4.34,15.47,bullish
2021-05-07,Friday,1815.08,1843.4,1812.91,1831.36,16.28,30.49,bullish
2021-05-06,Thursday,1786.94,1818.13,1782.05,1815.08,28.14,36.08,bullish
2021-05-05,Wednesday,1778.85,1788.03,1770.44,1786.94,8.09,17.59,bullish
2021-05-04,Tuesday,1793.73,1799.16,1770.96,1778.85,-14.87,28.2,bearish
2021-05-03,Monday,1771.95,1798.07,1766.29,1793.73,21.78,31.78,bullish
2021-04-30,Friday,1772,1773.75,1764.31,1771.95,-0.06,9.43,bearish
2021-04-29,Thursday,1781.69,1790.03,1756.13,1772,-9.69,33.9,bearish
2021-04-28,Wednesday,1776.66,1782.58,1762.76,1781.69,5.03,19.81,bullish
2021-04-27,Tuesday,1781.38,1785.66,1773.82,1776.66,-4.72,11.83,bearish
2021-04-26,Monday,1777.35,1783.56,1768.85,1781.38,4.03,14.71,bullish
2021-04-23,Friday,1784.22,1796.05,1770.13,1777.35,-6.87,25.92,bearish
2021-04-22,Thursday,1793.69,1797.93,1777.47,1784.22,-9.47,20.46,bearish
2021-04-21,Wednesday,1778.82,1797.72,1776.32,1793.69,14.87,21.41,bullish
2021-04-20,Tuesday,1771.55,1780.51,1763.72,1778.82,7.27,16.79,bullish
2021-04-19,Monday,1776.68,1790.1,1766.83,1771.55,-5.13,23.28,bearish
2021-04-16,Friday,1763.8,1783.9,1759.92,1776.68,12.88,23.98,bullish
2021-04-15,Thursday,1736.45,1769.66,1734.49,1763.8,27.35,35.17,bullish
2021-04-14,Wednesday,1745.45,1749.56,1732.66,1736.45,-9,16.9,bearish
2021-04-13,Tuesday,1732.91,1749,1723.79,1745.45,12.54,25.21,bullish
2021-04-12,Monday,1743.78,1745.08,1727.5,1732.91,-10.87,17.58,bearish
2021-04-09,Friday,1755.61,1757.44,1731.28,1743.78,-11.83,26.16,bearish
2021-04-08,Thursday,1737.77,1758.72,1733.26,1755.61,17.84,25.46,bullish
2021-04-07,Wednesday,1743.52,1744.46,1730.73,1737.77,-5.75,13.73,bearish
2021-04-06,Tuesday,1728.3,1745.45,1727.31,1743.52,15.22,18.14,bullish
2021-04-05,Monday,1729.88,1733.65,1721.37,1728.3,-1.58,12.28,bearish
2021-04-01,Thursday,1707.48,1730.64,1705.87,1729.88,22.41,24.77,bullish
2021-03-31,Wednesday,1684.81,1715.28,1677.95,1707.48,22.66,37.33,bullish
2021-03-30,Tuesday,1711.98,1714.45,1678.78,1684.81,-27.17,35.67,bearish
2021-03-29,Monday,1732.77,1733.37,1705.8,1711.98,-20.79,27.58,bearish
2021-03-26,Friday,1726.66,1736.76,1721.7,1732.77,6.12,15.07,bullish
2021-03-25,Thursday,1734.24,1745.53,1721.84,1726.66,-7.59,23.69,bearish
2021-03-24,Wednesday,1727.01,1738.62,1723.89,1734.24,7.23,14.72,bullish
2021-03-23,Tuesday,1738.92,1742.6,1724.76,1727.01,-11.91,17.85,bearish
2021-03-22,Monday,1745.05,1747.05,1727.35,1738.92,-6.13,19.7,bearish
2021-03-19,Friday,1736.43,1746.77,1728.54,1745.05,8.62,18.23,bullish
2021-03-18,Thursday,1745.36,1755.57,1719.25,1736.43,-8.92,36.32,bearish
2021-03-17,Wednesday,1731.69,1751.7,1724.07,1745.36,13.66,27.63,bullish
2021-03-16,Tuesday,1731.76,1741.2,1726.21,1731.69,-0.07,14.99,bearish
2021-03-15,Monday,1726.97,1734.58,1721.72,1731.76,4.79,12.87,bullish
2021-03-12,Friday,1722.63,1729.39,1699.22,1726.97,4.34,30.16,bullish
2021-03-11,Thursday,1726.75,1739.89,1719.33,1722.63,-4.12,20.57,bearish
2021-03-10,Wednesday,1715.9,1726.85,1708.28,1726.75,10.85,18.56,bullish
2021-03-09,Tuesday,1683.49,1720.68,1680.25,1715.9,32.4,40.43,bullish
2021-03-08,Monday,1703.12,1714.45,1676.87,1683.49,-19.63,37.58,bearish
2021-03-05,Friday,1697.64,1707.84,1687.29,1703.12,5.48,20.55,bullish
2021-03-04,Thursday,1710.92,1723.27,1690.53,1697.64,-13.28,32.74,bearish
2021-03-03,Wednesday,1738.35,1741.02,1701.96,1710.92,-27.43,39.06,bearish
2021-03-02,Tuesday,1724.94,1739.19,1707.34,1738.35,13.41,31.85,bullish
2021-03-01,Monday,1734.38,1759.95,1719.78,1724.94,-9.43,40.17,bearish
2021-02-26,Friday,1770.55,1775.9,1717.27,1734.38,-36.17,58.63,bearish
2021-02-25,Thursday,1805.05,1805.53,1765.55,1770.55,-34.5,39.98,bearish
2021-02-24,Wednesday,1805.88,1813.97,1783.65,1805.05,-0.84,30.32,bearish
2021-02-23,Tuesday,1809.9,1816.1,1795.7,1805.88,-4.02,20.4,bearish
2021-02-22,Monday,1784.19,1812.72,1780.78,1809.9,25.72,31.94,bullish
2021-02-19,Friday,1775.87,1791.7,1760.75,1784.19,8.32,30.94,bullish
2021-02-18,Thursday,1776.31,1789.69,1768.47,1775.87,-0.44,21.22,bearish
2021-02-17,Wednesday,1794.44,1795.16,1769.53,1776.31,-18.13,25.63,bearish
2021-02-16,Tuesday,1818.78,1826.5,1789.58,1794.44,-24.34,36.92,bearish
2021-02-15,Monday,1824.4,1827.1,1816.07,1818.78,-5.62,11.03,bearish
2021-02-12,Friday,1825.64,1830.82,1810.61,1824.4,-1.24,20.21,bearish
2021-02-11,Thursday,1843.39,1847.57,1821.18,1825.64,-17.74,26.39,bearish
2021-02-10,Wednesday,1838.77,1855.46,1834.18,1843.39,4.62,21.28,bullish
2021-02-09,Tuesday,1830.77,1848.63,1828.93,1838.77,8,19.7,bullish
2021-02-08,Monday,1814.2,1839.23,1807.87,1830.77,16.57,31.37,bullish
2021-02-05,Friday,1794,1815.2,1792.13,1814.2,20.21,23.07,bullish
2021-02-04,Thursday,1834.07,1834.82,1785.02,1794,-40.08,49.8,bearish
2021-02-03,Wednesday,1838.03,1844.95,1829.8,1834.07,-3.96,15.15,bearish
2021-02-02,Tuesday,1860.77,1864.11,1829.61,1838.03,-22.74,34.5,bearish
2021-02-01,Monday,1847.74,1871.89,1847.74,1860.77,13.03,24.15,bullish
2021-01-29,Friday,1842.66,1875.74,1839.65,1847.74,5.08,36.09,bullish
2021-01-28,Thursday,1844.44,1864.22,1834.13,1842.66,-1.78,30.09,bearish
2021-01-27,Wednesday,1850.78,1853.22,1831.43,1844.44,-6.34,21.79,bearish
2021-01-26,Tuesday,1855.99,1861.8,1848.44,1850.78,-5.21,13.36,bearish
2021-01-25,Monday,1855.8,1867.95,1847.27,1855.99,0.19,20.68,bullish
2021-01-22,Friday,1869.92,1870.84,1837.46,1855.8,-14.12,33.38,bearish
2021-01-21,Thursday,1871.65,1875.17,1858.28,1869.92,-1.73,16.89,bearish
2021-01-20,Wednesday,1840.03,1871.8,1832.57,1871.65,31.63,39.23,bullish
2021-01-19,Tuesday,1837.79,1845.67,1833.15,1840.03,2.24,12.53,bullish
2021-01-18,Monday,1828.59,1840.85,1802.96,1837.79,9.2,37.89,bullish
2021-01-15,Friday,1846.26,1856.99,1823.46,1828.59,-17.67,33.53,bearish
2021-01-14,Thursday,1845.27,1857.59,1829.49,1846.26,0.99,28.11,bullish
2021-01-13,Wednesday,1854.74,1863.11,1842.09,1845.27,-9.47,21.01,bearish
2021-01-12,Tuesday,1843.61,1863.87,1836.77,1854.74,11.13,27.1,bullish
2021-01-11,Monday,1849.22,1856.83,1817.16,1843.61,-5.61,39.66,bearish
2021-01-08,Friday,1913.59,1917.55,1828.28,1849.22,-64.37,89.27,bearish
2021-01-07,Thursday,1919.06,1927.73,1906.98,1913.59,-5.47,20.74,bearish
2021-01-06,Wednesday,1950.08,1959.41,1900.9,1919.06,-31.01,58.51,bearish
2021-01-05,Tuesday,1942.89,1953.09,1934.44,1950.08,7.19,18.65,bullish
2021-01-04,Monday,1898.39,1944.52,1898.39,1942.89,44.5,46.13,bullish
2020-12-31,Thursday,1894.51,1901.03,1885.53,1898.39,3.88,15.5,bullish
2020-12-30,Wednesday,1878.35,1894.58,1876.2,1894.51,16.16,18.38,bullish
2020-12-29,Tuesday,1873.69,1886.44,1871.87,1878.35,4.65,14.57,bullish
2020-12-28,Monday,1879.56,1900.3,1869.31,1873.69,-5.86,30.99,bearish
2020-12-24,Thursday,1873.37,1883.73,1869.58,1879.56,6.19,14.14,bullish
2020-12-23,Wednesday,1860.25,1878.61,1857.13,1873.37,13.12,21.48,bullish
2020-12-22,Tuesday,1876.85,1884.34,1859.03,1860.25,-16.59,25.3,bearish
2020-12-21,Monday,1881.48,1906.81,1855.15,1876.85,-4.63,51.66,bearish
2020-12-18,Friday,1885.55,1889.72,1877.49,1881.48,-4.07,12.23,bearish
2020-12-17,Thursday,1864.55,1896.32,1862.13,1885.55,20.99,34.19,bullish
2020-12-16,Wednesday,1853.45,1865.65,1844.84,1864.55,11.1,20.81,bullish
2020-12-15,Tuesday,1827.06,1855.44,1825.57,1853.45,26.39,29.87,bullish
2020-12-14,Monday,1839.3,1839.62,1819.42,1827.06,-12.24,20.21,bearish
2020-12-11,Friday,1836.69,1847.75,1824.18,1839.3,2.61,23.57,bullish
2020-12-10,Thursday,1840.09,1850.02,1828.77,1836.69,-3.39,21.25,bearish
2020-12-09,Wednesday,1870.43,1870.62,1825.58,1840.09,-30.35,45.04,bearish
2020-12-08,Tuesday,1862.42,1875.31,1856.95,1870.43,8.01,18.36,bullish
2020-12-07,Monday,1838.79,1868.58,1822.25,1862.42,23.63,46.32,bullish
2020-12-04,Friday,1840.94,1848.2,1829.28,1838.79,-2.15,18.93,bearish
2020-12-03,Thursday,1830.71,1843.98,1823.77,1840.94,10.23,20.21,bullish
2020-12-02,Wednesday,1815.14,1832.52,1807.54,1830.71,15.57,24.98,bullish
2020-12-01,Tuesday,1776.88,1817.36,1775.9,1815.14,38.26,41.47,bullish
2020-11-30,Monday,1786.92,1789.94,1764.57,1776.88,-10.04,25.37,bearish
2020-11-27,Friday,1810.47,1813.87,1774.41,1786.92,-23.55,39.46,bearish
2020-11-26,Thursday,1807.85,1818.34,1805.86,1810.47,2.63,12.48,bullish
2020-11-25,Wednesday,1807.46,1817.77,1801.81,1807.85,0.39,15.96,bullish
2020-11-24,Tuesday,1837.83,1839.04,1800.42,1807.46,-30.37,38.61,bearish
2020-11-23,Monday,1870.99,1876.14,1831.07,1837.83,-33.16,45.07,bearish
2020-11-20,Friday,1866.12,1879.82,1860.97,1870.99,4.87,18.85,bullish
2020-11-19,Thursday,1872.46,1874.12,1852.79,1866.12,-6.34,21.32,bearish
2020-11-18,Wednesday,1880.39,1884.86,1863.77,1872.46,-7.92,21.08,bearish
2020-11-17,Tuesday,1888.84,1893.54,1876.99,1880.39,-8.45,16.55,bearish
2020-11-16,Monday,1889.57,1899.11,1864.54,1888.84,-0.73,34.57,bearish
2020-11-13,Friday,1876.97,1896.88,1874.2,1889.57,12.59,22.68,bullish
2020-11-12,Thursday,1865.42,1883.88,1862.79,1876.97,11.55,21.09,bullish
2020-11-11,Wednesday,1877.28,1884.47,1856.45,1865.42,-11.86,28.02,bearish
2020-11-10,Tuesday,1861.91,1890.51,1860.15,1877.28,15.37,30.37,bullish
2020-11-09,Monday,1951.19,1965.57,1850.53,1861.91,-89.28,115.04,bearish
2020-11-06,Friday,1949.63,1960.39,1935.72,1951.19,1.56,24.66,bullish
2020-11-05,Thursday,1903.02,1952.79,1902.33,1949.63,46.62,50.45,bullish
2020-11-04,Wednesday,1909.81,1916.48,1882.21,1903.02,-6.79,34.27,bearish
2020-11-03,Tuesday,1895.77,1910.63,1887.1,1909.81,14.04,23.54,bullish
2020-11-02,Monday,1878.95,1896.08,1873.5,1895.77,16.82,22.58,bullish
2020-10-30,Friday,1867.96,1889.76,1864.4,1878.95,10.99,25.36,bullish
2020-10-29,Thursday,1877.25,1885.05,1860.08,1867.96,-9.29,24.97,bearish
2020-10-28,Wednesday,1907.78,1910.83,1869.46,1877.25,-30.53,41.37,bearish
2020-10-27,Tuesday,1902.27,1911.35,1897.91,1907.78,5.51,13.44,bullish
2020-10-26,Monday,1902.04,1908.59,1891.51,1902.27,0.23,17.09,bullish
2020-10-23,Friday,1904.01,1914.36,1894.48,1902.04,-1.97,19.88,bearish
2020-10-22,Thursday,1924.46,1925.94,1894.78,1904.01,-20.44,31.16,bearish
2020-10-21,Wednesday,1907.17,1931.4,1907.17,1924.46,17.29,24.23,bullish
2020-10-20,Tuesday,1904.4,1914.13,1894.61,1907.17,2.77,19.52,bullish
2020-10-19,Monday,1899.33,1918.54,1897.17,1904.4,5.07,21.37,bullish
2020-10-16,Friday,1908.26,1914.05,1897.88,1899.33,-8.93,16.17,bearish
2020-10-15,Thursday,1901.68,1909,1889.64,1908.26,6.58,19.36,bullish
2020-10-14,Wednesday,1891.2,1912.96,1882.43,1901.68,10.48,30.53,bullish
2020-10-13,Tuesday,1922.7,1925.51,1886.58,1891.2,-31.5,38.93,bearish
2020-10-12,Monday,1930.52,1933.29,1918.64,1922.7,-7.82,14.65,bearish
2020-10-09,Friday,1893.61,1930.57,1893.6,1930.52,36.91,36.97,bullish
2020-10-08,Thursday,1887.59,1900.69,1882,1893.61,6.02,18.69,bullish
2020-10-07,Wednesday,1878.18,1898.07,1872.9,1887.59,9.42,25.17,bullish
2020-10-06,Tuesday,1913.45,1921.28,1874.81,1878.18,-35.27,46.47,bearish
2020-10-05,Monday,1899.17,1918.69,1887.13,1913.45,14.28,31.56,bullish
2020-10-02,Friday,1906.12,1917.17,1889.87,1899.17,-6.95,27.3,bearish
2020-10-01,Thursday,1885.5,1912.66,1884.72,1906.12,20.62,27.94,bullish
2020-09-30,Wednesday,1897.21,1902.35,1881.52,1885.5,-11.7,20.83,bearish
2020-09-29,Tuesday,1881.41,1899.08,1875.68,1897.21,15.79,23.4,bullish
2020-09-28,Monday,1861.62,1883.1,1848.8,1881.41,19.79,34.3,bullish
2020-09-25,Friday,1867.82,1875.22,1852.62,1861.62,-6.2,22.6,bearish
2020-09-24,Thursday,1863.45,1877.12,1848.84,1867.82,4.37,28.28,bullish
2020-09-23,Wednesday,1900.04,1905.44,1855.85,1863.45,-36.59,49.59,bearish
2020-09-22,Tuesday,1912.67,1920.06,1894.7,1900.04,-12.64,25.36,bearish
2020-09-21,Monday,1950.51,1955.62,1882.43,1912.67,-37.83,73.2,bearish
2020-09-18,Friday,1944.28,1960.13,1944.15,1950.51,6.23,15.99,bullish
2020-09-17,Thursday,1959.59,1960.99,1932.89,1944.28,-15.31,28.1,bearish
2020-09-16,Wednesday,1954.2,1973.78,1949.91,1959.59,5.39,23.87,bullish
2020-09-15,Tuesday,1956.44,1972.22,1948.47,1954.2,-2.24,23.75,bearish
2020-09-14,Monday,1940.46,1962.54,1937.25,1956.44,15.99,25.29,bullish
2020-09-11,Friday,1946.27,1954.77,1937.24,1940.46,-5.81,17.53,bearish
2020-09-10,Thursday,1946.53,1966.57,1941.48,1946.27,-0.26,25.09,bearish
2020-09-09,Wednesday,1931.69,1950.85,1920.17,1946.53,14.84,30.68,bullish
2020-09-08,Tuesday,1928.45,1940.86,1906.63,1931.69,3.25,34.23,bullish
2020-09-07,Monday,1934.02,1941.48,1924.64,1928.45,-5.58,16.84,bearish
2020-09-04,Friday,1930.67,1949.5,1916.7,1934.02,3.35,32.8,bullish
2020-09-03,Thursday,1942.89,1951.18,1921.91,1930.67,-12.21,29.27,bearish
2020-09-02,Wednesday,1970.49,1973.33,1932.68,1942.89,-27.6,40.65,bearish
2020-09-01,Tuesday,1967.65,1992.57,1963.35,1970.49,2.84,29.21,bullish
2020-08-31,Monday,1965.03,1976.78,1954.42,1967.65,2.62,22.36,bullish
2020-08-28,Friday,1929.27,1973.9,1923.19,1965.03,35.76,50.71,bullish
2020-08-27,Thursday,1954.03,1977.19,1910.19,1929.27,-24.76,67,bearish
2020-08-26,Wednesday,1928.2,1954.74,1902.73,1954.03,25.83,52.02,bullish
2020-08-25,Tuesday,1929.08,1937.74,1914.39,1928.2,-0.88,23.35,bearish
2020-08-24,Monday,1940.5,1961.89,1923.93,1929.08,-11.42,37.96,bearish
2020-08-21,Friday,1946.97,1956.09,1911.59,1940.5,-6.47,44.5,bearish
2020-08-20,Thursday,1929.57,1955.47,1924.86,1946.97,17.39,30.61,bullish
2020-08-19,Wednesday,2001.93,2006.74,1924.78,1929.57,-72.36,81.96,bearish
2020-08-18,Tuesday,1985.22,2015.73,1976.04,2001.93,16.71,39.69,bullish
2020-08-17,Monday,1944.71,1991.09,1929.65,1985.22,40.51,61.44,bullish
2020-08-14,Friday,1953.57,1962.43,1932.32,1944.71,-8.86,30.11,bearish
2020-08-13,Thursday,1916.64,1966.42,1913.06,1953.57,36.93,53.36,bullish
2020-08-12,Wednesday,1912.08,1949.5,1862.9,1916.64,4.57,86.6,bullish
2020-08-11,Tuesday,2027.75,2030.11,1901.62,1912.08,-115.67,128.49,bearish
2020-08-10,Monday,2035.23,2049.92,2019.3,2027.75,-7.49,30.62,bearish
2020-08-07,Friday,2063.31,2075.28,2015.53,2035.23,-28.08,59.75,bearish
2020-08-06,Thursday,2038.15,2069.82,2034.65,2063.31,25.16,35.16,bullish
2020-08-05,Wednesday,2019.41,2055.93,2009.68,2038.15,18.74,46.25,bullish
2020-08-04,Tuesday,1976.74,2020.03,1966.86,2019.41,42.67,53.17,bullish
2020-08-03,Monday,1975.96,1986.77,1960.54,1976.74,0.78,26.23,bullish
2020-07-31,Friday,1956.06,1983.1,1955.34,1975.96,19.9,27.76,bullish
2020-07-30,Thursday,1970.91,1971.65,1939.34,1956.06,-14.85,32.31,bearish
2020-07-29,Wednesday,1958.67,1980.84,1941.53,1970.91,12.24,39.32,bullish
2020-07-28,Tuesday,1942.08,1981.36,1907.07,1958.67,16.6,74.29,bullish
2020-07-27,Monday,1901.64,1945.65,1900.01,1942.08,40.44,45.64,bullish
2020-07-24,Friday,1887.53,1906.59,1881.59,1901.64,14.1,25,bullish
2020-07-23,Thursday,1871.83,1898.37,1863.85,1887.53,15.71,34.53,bullish
2020-07-22,Wednesday,1841.67,1872.23,1841.03,1871.83,30.15,31.2,bullish
2020-07-21,Tuesday,1817.31,1843.48,1815.85,1841.67,24.36,27.62,bullish
2020-07-20,Monday,1810.05,1820.65,1805.88,1817.31,7.27,14.77,bullish
2020-07-17,Friday,1797.44,1811.92,1795.99,1810.05,12.61,15.93,bullish
2020-07-16,Thursday,1810.36,1813.49,1795.12,1797.44,-12.92,18.38,bearish
2020-07-15,Wednesday,1809.41,1815.24,1802.47,1810.36,0.95,12.76,bullish
2020-07-14,Tuesday,1802.34,1810.92,1790.77,1809.41,7.06,20.15,bullish
2020-07-13,Monday,1798.45,1813.47,1798.12,1802.34,3.9,15.36,bullish
2020-07-10,Friday,1803.38,1810.69,1794.25,1798.45,-4.94,16.45,bearish
2020-07-09,Thursday,1809.01,1816.06,1795.73,1803.38,-5.62,20.33,bearish
2020-07-08,Wednesday,1795.25,1818.09,1791.53,1809.01,13.76,26.56,bullish
2020-07-07,Tuesday,1784.37,1797.42,1773.79,1795.25,10.88,23.63,bullish
2020-07-06,Monday,1775.09,1787.16,1770.1,1784.37,9.28,17.06,bullish
2020-07-03,Friday,1775.74,1777.19,1772.78,1775.09,-0.65,4.42,bearish
2020-07-02,Thursday,1770.48,1779.69,1757.67,1775.74,5.26,22.03,bullish
2020-07-01,Wednesday,1780.87,1789.27,1759.28,1770.48,-10.39,29.98,bearish
2020-06-30,Tuesday,1772.65,1786.02,1764.65,1780.87,8.22,21.38,bullish
2020-06-29,Monday,1771.48,1775.69,1765.94,1772.65,1.17,9.75,bullish
2020-06-26,Friday,1763.69,1772.03,1747.57,1771.48,7.79,24.46,bullish
2020-06-25,Thursday,1761.72,1769,1754.25,1763.69,1.97,14.75,bullish
2020-06-24,Wednesday,1767.72,1779.45,1760.82,1761.72,-6,18.63,bearish
2020-06-23,Tuesday,1754.77,1770.94,1747.57,1767.72,12.95,23.38,bullish
2020-06-22,Monday,1744.19,1763.13,1742.68,1754.77,10.58,20.45,bullish
2020-06-19,Friday,1722.64,1745.28,1721.65,1744.19,21.55,23.64,bullish
2020-06-18,Thursday,1726.76,1737.83,1717.7,1722.64,-4.12,20.13,bearish
2020-06-17,Wednesday,1727.09,1730.22,1712.78,1726.76,-0.33,17.44,bearish
2020-06-16,Tuesday,1725.15,1733.03,1716.97,1727.09,1.94,16.06,bullish
2020-06-15,Monday,1730.91,1734.21,1704.48,1725.15,-5.75,29.72,bearish
2020-06-12,Friday,1727.22,1743.34,1722.5,1730.91,3.69,20.84,bullish
2020-06-11,Thursday,1738.67,1744.92,1721.29,1727.22,-11.45,23.62,bearish
2020-06-10,Wednesday,1714.79,1739.93,1708.34,1738.67,23.88,31.59,bullish
2020-06-09,Tuesday,1698.3,1720.89,1692.37,1714.79,16.49,28.52,bullish
2020-06-08,Monday,1685.27,1700.49,1677.51,1698.3,13.03,22.99,bullish
2020-06-05,Friday,1714.27,1716.88,1670.44,1685.27,-29,46.44,bearish
2020-06-04,Thursday,1698.06,1721.48,1697.34,1714.27,16.22,24.14,bullish
2020-06-03,Wednesday,1727.95,1732.31,1689.59,1698.06,-29.89,42.72,bearish
2020-06-02,Tuesday,1739.92,1745.3,1721.7,1727.95,-11.97,23.61,bearish
2020-06-01,Monday,1729.62,1744.69,1727.46,1739.92,10.31,17.23,bullish
2020-05-29,Friday,1718.81,1737.91,1712.62,1729.62,10.81,25.29,bullish
2020-05-28,Thursday,1709.42,1727.55,1705.77,1718.81,9.39,21.78,bullish
2020-05-27,Wednesday,1711.08,1716.12,1694.01,1709.42,-1.66,22.11,bearish
2020-05-26,Tuesday,1729.19,1735.58,1708.91,1711.08,-18.11,26.67,bearish
2020-05-25,Monday,1734.45,1735.63,1721.21,1729.19,-5.26,14.42,bearish
2020-05-22,Friday,1727.17,1740.23,1724.51,1734.45,7.28,15.72,bullish
2020-05-21,Thursday,1748.1,1749.06,1717.57,1727.17,-20.94,31.49,bearish
2020-05-20,Wednesday,1744.77,1754.05,1742.21,1748.1,3.33,11.84,bullish
2020-05-19,Tuesday,1732.88,1747.86,1726.62,1744.77,11.89,21.24,bullish
2020-05-18,Monday,1742.62,1765.26,1727.41,1732.88,-9.74,37.85,bearish
2020-05-15,Friday,1730.79,1751.72,1728.85,1742.62,11.84,22.87,bullish
2020-05-14,Thursday,1716.96,1736.16,1711.27,1730.79,13.83,24.89,bullish
2020-05-13,Wednesday,1702.46,1718.25,1699.26,1716.96,14.5,18.99,bullish
2020-05-12,Tuesday,1697.83,1711.19,1693.95,1702.46,4.63,17.24,bullish
2020-05-11,Monday,1702.39,1712.34,1692.13,1697.83,-4.56,20.22,bearish
2020-05-08,Friday,1715.55,1723.65,1701.37,1702.39,-13.16,22.28,bearish
2020-05-07,Thursday,1685.38,1722.29,1683.84,1715.55,30.17,38.45,bullish
2020-05-06,Wednesday,1705.68,1708.49,1682.63,1685.38,-20.3,25.86,bearish
2020-05-05,Tuesday,1701.42,1711.92,1689.82,1705.68,4.26,22.1,bullish
2020-05-04,Monday,1701.28,1713.73,1692.09,1701.42,0.14,21.64,bullish
2020-05-01,Friday,1686.62,1706.53,1670.91,1701.28,14.66,35.63,bullish
2020-04-30,Thursday,1712.73,1722.33,1681.55,1686.62,-26.12,40.77,bearish
2020-04-29,Wednesday,1708.96,1718.15,1697.19,1712.73,3.77,20.97,bullish
2020-04-28,Tuesday,1713.94,1716.96,1692.29,1708.96,-4.98,24.67,bearish
2020-04-27,Monday,1729.41,1729.41,1706.55,1713.94,-15.47,22.86,bearish
2020-04-24,Friday,1731.39,1736.57,1710.86,1729.41,-1.99,25.71,bearish
2020-04-23,Thursday,1714.29,1738.88,1707.42,1731.39,17.1,31.46,bullish
2020-04-22,Wednesday,1687.05,1718.6,1680.48,1714.29,27.24,38.13,bullish
2020-04-21,Tuesday,1696.24,1697.95,1661.42,1687.05,-9.19,36.54,bearish
2020-04-20,Monday,1683.5,1702.42,1671.22,1696.24,12.74,31.2,bullish
2020-04-17,Friday,1718.35,1718.87,1679.8,1683.5,-34.85,39.06,bearish
2020-04-16,Thursday,1715.95,1738.75,1708,1718.35,2.4,30.75,bullish
2020-04-15,Wednesday,1727.18,1731.47,1708.28,1715.95,-11.23,23.19,bearish
2020-04-14,Tuesday,1713.42,1747.72,1709.45,1727.18,13.76,38.27,bullish
2020-04-13,Monday,1683.51,1723.87,1675.05,1713.42,29.91,48.82,bullish
2020-04-09,Thursday,1645.54,1690.25,1643.84,1683.51,37.96,46.41,bullish
2020-04-08,Wednesday,1648.84,1656.59,1641.47,1645.54,-3.29,15.11,bearish
2020-04-07,Tuesday,1661.81,1675.61,1642.9,1648.84,-12.97,32.7,bearish
2020-04-06,Monday,1618.43,1669.16,1609.26,1661.81,43.38,59.9,bullish
2020-04-03,Friday,1612.87,1626.06,1606.82,1618.43,5.56,19.24,bullish
2020-04-02,Thursday,1591.4,1619.97,1583.22,1612.87,21.47,36.75,bullish
2020-04-01,Wednesday,1577.1,1600.74,1572.83,1591.4,14.3,27.91,bullish
